"KEY","en","notes","sp","fr","de","it","pt-br"
"LEVELUP_SUBTITLE_NOSTATS_F","","","","","","",""
"LEVELUP_SUBTITLE_NOSTATS_N","","","","","","",""
"LEVELUP_SUBTITLE","{Catname} 現在是 {level} 級！{Catname} 獲得了 {statchanges}！","","Ha alcanzado el nivel {level} y ha recibido {statchanges}.","{Catname} est désormais niveau {level}&nbsp;! {Catname} obtient {statchanges}&nbsp;!","{Catname} ist jetzt Level {level}! {Catname} erhält {statchanges}!","{Catname} è ora di livello {level}! {Catname} ha ottenuto {statchanges}!","{Catname} atingiu o nível {level}! {Catname} obteve {statchanges}!"
"LEVELUP_SUBTITLE_M","","","","","","",""
"LEVELUP_SUBTITLE_F","","","","","","",""
"LEVELUP_SUBTITLE_N","","","","","","",""
"LEVELUP_BONUS_PASSIVE","{Catname} 還學會了 {passive}！","","¡También ha aprendido {passive}!","{Catname} apprend également {passive}&nbsp;!","{Catname} hat außerdem {passive} gelernt!","{Catname} ha anche imparato l'abilità passiva {passive}!","{Catname} também aprendeu {passive}!"
"LEVELUP_BONUS_PASSIVE_M","","","","","","",""
"LEVELUP_BONUS_PASSIVE_F","","","","","","",""
"LEVELUP_BONUS_PASSIVE_N","","","","","","",""
"LEVELUP_CHOICE_ERROR_NAME","無","","Nada","Rien","Nichts","Nulla","Nada"
"LEVELUP_CHOICE_ERROR_DESC","不要點這個，它不該存在。","","No pulses esto; no debería existir.","Ne cliquez pas sur ce truc. Il n'a pas lieu d'exister.","nicht anklicken. dies sollte nicht existieren.","non cliccare. non dovrebbe esistere.","isto é um erro não deveria existir. não clique aqui."
"LEVELUP_CHOICE_ABILITY","學習能力！","","Aprender habilidad","Nouvelle compétence&nbsp;!","Fähigkeit lernen!","Impara Abilità Attiva!","Aprender habilidade!"
"LEVELUP_CHOICE_PASSIVE","學習被動！","","Aprender habilidad pasiva","Nouvelle compétence passive&nbsp;!","Passiveffekt lernen!","Impara Abilità Passiva!","Aprender habilidade passiva!"
"LEVELUP_CHOICE_UPGRADE_ABILITY","升級能力！","","Mejorar habilidad","Amélioration de compétence&nbsp;!","Fähigkeit verbessern!","Potenzia Abilità Attiva!","Aprimorar habilidade!"
"LEVELUP_CHOICE_UPGRADE_PASSIVE","升級被動！","","Mejorar habilidad pasiva","Amélioration de compétence passive&nbsp;!","Passiveffekt verbessern!","Potenzia Abilità Passiva!","Aprimorar habilidade passiva!"
"LEVELUP_CHOICE_DISORDER","獲得病症","","Desarrollar trastorno","Un trouble&nbsp;!","Störung erhalten","Ottieni Disturbo","Obter transtorno"
"LEVELUP_CHOICE_ITEM","道具！","","Objeto","Un objet&nbsp;!","Gegenstand!","Oggetto!","Item!"
"LEVELUP_CHOICE_STATS","額外屬性！","","Bonificación de atributos","Un bonus de stats&nbsp;!","Bonusattribute!","Statistiche Bonus!","Bônus de atributos!"
"LEVELUP_CHOICE_EXTRAFULLHEAL","並完全回復","","y curación total","& PV complets","& vollständige Heilung","& Guarigione Completa","& cura completa"
"LEVELUP_CHOICE_STATS_STR","[img:str]力量[img:str]
影響近戰攻擊與近戰能力傷害","","[img:str]Fuerza[img:str]
Afecta al daño de los ataques y las habilidades cuerpo a cuerpo.","La [img:str]force[img:str]
affecte les dégâts des attaques et compétences au corps à corps.","[img:str]Stärke[img:str]
wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus","La [img:str]Forza[img:str]
influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo","A [img:str]força[img:str]
afeta o dano de ataques e habilidades corpo-a-corpo"
"LEVELUP_CHOICE_STATS_DEX","[img:dex]敏捷[img:dex]
影響遠程攻擊與遠程能力傷害","","[img:dex]Destreza[img:dex]
Afecta al daño de los ataques y las habilidades a distancia.","La [img:dex]dextérité[img:dex]
affecte les dégâts des attaques et compétences à distance.","[img:dex]Geschicklichkeit[img:dex]
wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus","La [img:dex]Destrezza[img:dex]
influenza il danno da attacco a distanza e il danno da abilità a distanza","A [img:dex]destreza[img:dex]
afeta o dano de ataques e habilidades à distância"
"LEVELUP_CHOICE_STATS_CON","[img:con]體質[img:con]
影響最大生命與戰後回復","","[img:con]Constitución[img:con]
Afecta al máximo de salud y a la regeneración tras el combate.","La [img:con]constitution[img:con]
affecte les PV max. et la régénération de PV après les combats.","[img:con]Konstitution[img:con]
wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus","La [img:con]Costituzione[img:con]
influenza la salute massima e la rigenerazione della salute dopo le battaglie","A [img:con]constituição[img:con]
afeta a saúde máxima e a regeneração após o combate"
"LEVELUP_CHOICE_STATS_INT","[img:int]智力[img:int]
影響法力回復","","[img:int]Inteligencia[img:int]
Afecta a la regeneración de maná.","L'[img:int]intelligence[img:int]
affecte la régénération de mana.","[img:int]Intelligenz[img:int]
wirkt sich auf Manaregeneration aus","L'[img:int]Intelligenza[img:int]
influenza la rigenerazione del mana","A [img:int]inteligência[img:int]
afeta a regeneração de mana"
"LEVELUP_CHOICE_STATS_CHA","[img:cha]魅力[img:cha]
影響最大法力與起始法力","","[img:cha]Carisma[img:cha]
Afecta al maná inicial y al máximo de maná.","Le [img:cha]charisme[img:cha]
affecte le mana max. et le mana de départ.","[img:cha]Charisma[img:cha]
wirkt sich auf max. Mana und Mana zu Kampfbeginn aus","Il [img:cha]Carisma[img:cha]
influenza il mana massimo e il mana iniziale","O [img:cha]carisma[img:cha]
afeta a mana máxima e a mana inicial"
"LEVELUP_CHOICE_STATS_SPD","[img:spd]速度[img:spd]
影響行動順序與移動範圍","","[img:spd]Velocidad[img:spd]
Afecta al orden de los turnos y al alcance del movimiento.","La [img:spd]vitesse[img:spd]
affecte l'ordre du tour et la portée des déplacements.","[img:spd]Geschwindigkeit[img:spd]
wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus","La [img:spd]Velocità [img:spd]
influenza il raggio di movimento e l'ordine dei turni","A [img:spd]velocidade[img:spd]
afeta a ordem dos turnos e o alcance de movimento"
"LEVELUP_CHOICE_STATS_LCK","[img:lck]幸運[img:lck]
影響基礎暴擊率與所有隨機結果","","[img:lck]Suerte[img:lck]
Afecta a la probabilidad de crítico base y a todo lo que depende del azar.","La [img:lck]chance[img:lck]
affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","[img:lck]Glück[img:lck]
wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus","La [img:lck]Fortuna[img:lck]
influenza la probabilità di colpo critico base e tutte le casualità","A [img:lck]sorte[img:lck]
afeta a chance de crítico base e tudo que é aleatório"
"LEVELUP_REPLACE_ABILITY","選擇要替換的能力","","Selecciona una habilidad para remplazarla.","Remplacer une compétence","Wähle eine Fähigkeit zum Ersetzen","Seleziona un'abilità attiva da sostituire","Selecione uma habilidade para substituir"
"LEVELUP_REPLACE_PASSIVE","選擇要替換的被動","","Selecciona una habilidad pasiva para remplazarla.","Remplacer une compétence passive","Wähle einen Passiveffekt zum Ersetzen","Seleziona un'abilità passiva da sostituire","Selecione uma habilidade passiva para substituir"
"LEVELUP_REPLACE_DISORDER","選擇要替換的病症","","Selecciona un trastorno para remplazarlo.","Remplacer un trouble","Wähle eine Störung zum Ersetzen","Seleziona un disturbo da sostituire","Selecione um transtorno para substituir"
"LEVELUP_PROMPT_ACTIVE","選擇要學習的主動能力：","","Elige una habilidad activa para aprenderla:","Compétence active à apprendre&nbsp;:","Wähle eine Aktivfähigkeit:","Scegli un'abilità attiva da apprendere:","Escolha uma habilidade ativa para aprender:"
"LEVELUP_PROMPT_PASSIVE","選擇要學習的被動能力：","","Elige una habilidad pasiva para aprenderla:","Compétence passive à apprendre&nbsp;:","Wähle einen Passiveffekt:","Scegli un'abilità passiva da apprendere:","Escolha uma habilidade passiva para aprender:"
"LEVELUP_PROMPT_STAT","選擇一項屬性加成：","","Elige una bonificación de atributos:","Bonus de stats à obtenir&nbsp;:","Wähle ein Attribut:","Scegli un bonus alle statistiche:","Escolha um bônus de atributo:"
"LEVELUP_PROMPT_UPGRADE_ACTIVE","選擇要升級的能力：","","Elige una habilidad para mejorarla:","Compétence active à améliorer&nbsp;:","Wähle eine Fähigkeit zum Verbessern:","Scegli un'abilità attiva da potenziare:","Escolha uma habilidade para aprimorar:"
"LEVELUP_PROMPT_UPGRADE_PASSIVE","選擇要升級的被動：","","Elige una habilidad pasiva para mejorarla:","Compétence passive à améliorer&nbsp;:","Wähle einen Passiveffekt zum Verbessern:","Scegli un'abilità passiva da potenziare:","Escolha uma habilidade passiva para aprimorar:"
"LEVELUP_PROMPT_DISORDER","選擇要獲得的病症：","","Elige un trastorno para desarrollarlo:","Trouble à obtenir&nbsp;:","Wähle eine Störung:","Scegli un disturbo da ottenere:","Escolha um transtorno para obter:"
"LEVELUP_PROMPT_ITEM","選擇要取得的道具：","","Elige un objeto para obtenerlo:","Objet à obtenir&nbsp;:","Wähle einen Gegenstand:","Scegli un oggetto da ottenere:","Escolha um item para obter:"
"LEVELUP_PROMPT_CHAOS","選擇一個項目：","","Elige algo:","Faites votre choix&nbsp;:","Wähle etwas:","Scegli qualcosa:","Escolha algo:"
"LEVELUP_PROMPT_ERROR","不該發生這種情況","","Esto no debería ocurrir.","ceci ne devrait pas arriver","dies sollte nicht passieren","questo non dovrebbe accadere","isto não deveria acontecer"
"LEVELUP_UI_UPGRADE","升級！","","¡Mejora!","Amélioration&nbsp;!","Verbessern!","Potenziamento!","Aprimorar!"
"LEVELUP_UI_ACTIVES","主動","","Activas","Compétences actives","Aktivfähigkeiten","Abilità Attive","Ativas"
"LEVELUP_UI_PASSIVES","被動","","Pasivas","Compétences passives","Passiveffekte","Abilità Passive","Passivas"
"LEVELUP_UI_BASICATTACK","攻擊","","Ataque","Attaque","Angriff","Attacco","Ataque"
"","","","","","","",""
"POPUP_MODAL_OK","確定","","Vale","OK","Ok","Ok","Ok"
"POPUP_MODAL_CANCEL","取消","","Cancelar","Annuler","Abbrechen","Annulla","Cancelar"
"POPUP_MODAL_SKIP","跳過","","Omitir","Passer","Überspringen","Salta","Pular"
"POPUP_MODAL_YES","是","","Sí","Oui","Ja","Sì","Sim"
"POPUP_MODAL_NO","否","","No","No","Nein","No","Não"
"","","","","","","",""
"COMBAT_POPUP_MISS","未命中","combat popups appear above a cat for a very short time before dissapearing, they cant be too long","Fallo","Raté&nbsp;!","Verfehlt","Mancato","Erro"
"COMBAT_POPUP_BLOCKED","被格擋","","Bloqueo","Paré&nbsp;!","Blockiert","Bloccato","Bloqueio"
"COMBAT_POPUP_FIRE","火焰！！！","","¡FUEGO!","FEU&nbsp;!!!","FEUER!!!","FUOCO!!!","FOGO!!!"
"COMBAT_POPUP_LAVA","熔岩！！！","","¡LAVA!","LAVE&nbsp;!!!","LAVA!!!","LAVA!!!","LAVA!!!"
"COMBAT_POPUP_RUN","快跑！","","¡Huye!","Fuite&nbsp;!","Flucht!","Fuga!","Corra!"
"COMBAT_POPUP_ITEMBROKE","{item} 損壞了！","","Se ha roto: ¡{item}!","Brisé&nbsp;: {item}&nbsp;!","{item} ist kaputt!","{item} è rotto!","{item} quebrou!"
"COMBAT_POPUP_CAUGHT_DISEASE","感染 {disorder}","","Desarrollado: ¡{disorder}!","Attrapé&nbsp;: {disorder}","{disorder} erlitten","{disorder} contratto!","Pegou {disorder}"
"COMBAT_POPUP_GOT_DISORDER","獲得 {disorder}","","Recibido: ¡{disorder}!","Obtenu&nbsp;: {disorder}","{disorder} erhalten","{disorder} ottenuto","Está sofrendo {disorder}"
"COMBAT_POPUP_CURED_DISEASE","{disorder} 已治癒！","","Se ha curado: ¡{disorder}!","Soigné&nbsp;: {disorder}&nbsp;!","{disorder} geheilt!","{disorder} curato!","Curou-se de {disorder}"
"COMBAT_POPUP_CURED_INJURY","{injury} 已治癒！","","Se ha curado: ¡{injury}!","Soigné&nbsp;: {injury}&nbsp;!","{injury} geheilt!","{injury} curato!","Curou-se de {injury}!"
"COMBAT_POPUP_ITEM_STOLEN","{item} 被偷走了！","","Objeto robado: ¡{item}!","Volé&nbsp;: {item}&nbsp;!","{item} gestohlen!","{item} rubato!","{item} roubado(a)!"
"COMBAT_POPUP_STR_UP","力量提升","","Fuerza aumentada","Force (+)","Stärke hoch","Forza +","Força aumentada"
"COMBAT_POPUP_DEX_UP","敏捷提升","","Destreza aumentada","Dextérité (+)","Geschicklichkeit hoch","Destrezza +","Destreza aumentada"
"COMBAT_POPUP_CON_UP","體質提升","","Constitución aumentada","Constitution (+)","Konstitution hoch","Costituzione +","Constituição aumentada"
"COMBAT_POPUP_INT_UP","智力提升","","Inteligencia aumentada","Intelligence (+)","Intelligenz hoch","Intelligenza +","Inteligência aumentada"
"COMBAT_POPUP_SPD_UP","速度提升","","Velocidad aumentada","Vitesse (+)","Geschwindigkeit hoch","Velocità +","Velocidade aumentada"
"COMBAT_POPUP_CHA_UP","魅力提升","","Carisma aumentado","Charisme (+)","Charisma hoch","Carisma +","Carisma aumentado"
"COMBAT_POPUP_LCK_UP","幸運提升","","Suerte aumentada","Chance (+)","Glück hoch","Fortuna +","Sorte aumentada"
"COMBAT_POPUP_STR_DOWN","力量降低","","Fuerza reducida","Force (-)","Stärke runter","Forza -","Força diminuída"
"COMBAT_POPUP_DEX_DOWN","敏捷降低","","Destreza reducida","Dextérité (-)","Geschicklichkeit runter","Destrezza -","Destreza diminuída"
"COMBAT_POPUP_CON_DOWN","體質降低","","Constitución reducida","Constitution (-)","Konstitution runter","Costituzione -","Constituição diminuída"
"COMBAT_POPUP_INT_DOWN","智力降低","","Inteligencia reducida","Intelligence (-)","Intelligenz runter","Intelligenza -","Inteligência diminuída"
"COMBAT_POPUP_SPD_DOWN","速度降低","","Velocidad reducida","Vitesse (-)","Geschwindigkeit runter","Velocità -","Velocidade diminuída"
"COMBAT_POPUP_CHA_DOWN","魅力降低","","Carisma reducido","Charisme (-)","Charisma runter","Carisma -","Carisma diminuído"
"COMBAT_POPUP_LCK_DOWN","幸運降低","","Suerte reducida","Chance (-)","Glück runter","Fortuna -","Sorte diminuída"
"COMBAT_POPUP_STUNNED","暈眩","","Aturdimiento","Étourdissement","Betäubt","Stordimento","Atordoamento"
"COMBAT_POPUP_IMMOBILE","定身","","Inmovilización","Immobilisation","Unbeweglich","Immobilizzazione","Imobilização"
"COMBAT_POPUP_FROZEN","冰凍","","Congelación","Gel","Eingefroren","Congelamento","Congelamento"
"COMBAT_POPUP_MAD","瘋狂","","Locura","Folie","Wahnsinnig","Rabbia","Insanidade"
"COMBAT_POPUP_WAKEUP","醒來！","","¡Despierta!","Réveil&nbsp;!","Aufgewacht!","Svegliati!","Acordar!"
"COMBAT_POPUP_SLEEPING","睡眠中","","Durmiendo","Sommeil","Schläft","Sonno","Dormindo"
"COMBAT_POPUP_FALLASLEEP","Zzz...","","Zzz...","Zzz...","Zzz&nbsp;…","Zzz...","Zzz..."
"COMBAT_POPUP_EXERTED","力竭","","Esfuerzo","Déployé","Überanstrengt","Fatica","Exaustão"
"COMBAT_POPUP_FEAR","恐懼","","Miedo","Peur","Angst","Paura","Medo"
"COMBAT_POPUP_ATTRACTION","吸引","","Atracción","Attraction","Anziehung","Attrazione","Atração"
"COMBAT_POPUP_CONFUSED","混亂？","","Confusión","Confus&nbsp;?","Verwirrt?","Confuso?","Confusão?"
"COMBAT_POPUP_BREAKFREE","掙脫！","","¡Se libera!","Libéré&nbsp;!","Befreit!","Liberati!","Libertar-se!"
"COMBAT_POPUP_CHARGED","已充能！","","¡Se ha cargado!","Chargé&nbsp;!","Aufgeladen!","Carico!","Carregamento!"
"COMBAT_POPUP_EXHAUSTED","疲勞","","Agotamiento","Fatigue","Erschöpft","Esausto","Cansaço"
"COMBAT_POPUP_ADRENALINE","腎上腺素！！！","","¡Adrenalina!","Adrénaline&nbsp;!!!","Adrenalin!!!","Adrenalina!!!","Adrenalina!!!"
"COMBAT_POPUP_EXHAUSTED2","疲勞！","","Agotamiento","Fatigue&nbsp;!","Erschöpft!","Esausto!","Cansaço!"
"COMBAT_POPUP_COUNTERED","已反擊！","","¡Contrataque!","Contré&nbsp;!","Konter!","Contrattaccato!","Contra-ataque!"
"COMBAT_POPUP_ROT","腐化","","Putrefacción","Décomposition","Fäulnis","Marciume","Apodrecimento"
"COMBAT_POPUP_RELOAD","重新裝填","","Recarga","Recharge","Nachgeladen","Ricarica","Recarregamento"
"COMBAT_POPUP_RELOAD_MOVE","裝填移動","","Recarga de movimiento","Recharge de déplacement","Bewegung nachgeladen","Ricarica mossa","Recarregamento de movimento"
"COMBAT_POPUP_MUTATED","突變了！","","¡Ha mutado!","Mutation&nbsp;!","Mutiert!","Mutato!","Mutação!"
"COMBAT_POPUP_REBIRTH","重生","","Renacimiento","Renaissance","Wiedergeburt","Rinascita","Renascimento"
"COMBAT_POPUP_STUDY","研究：{studiedtype}","Example: ""Study: Cat"", ""Study: Bug"", ""Study: Rock"", etc. happens when a cat with a passive called Study ""studies"" something","Estudio: {studiedtype}","Étude&nbsp;: {studiedtype}","Erforscht: {studiedtype}","Studia: {studiedtype}","Estudando: {studiedtype}"
"COMBAT_POPUP_TAKEAIM","瞄準","","Puntería","En joue","Zielen","Mira","Mira"
"COMBAT_POPUP_LOSEAIM","失去瞄準加成","","Puntería perdida","Bonus «&nbsp;En joue&nbsp;» perdu","Zielen-Bonus verloren","Bonus Mira Perso","Bônus de mira perdido"
"COMBAT_POPUP_HOLSTER","收納","","Pistolera","Attaque conservée","Holster","Fondina","Coldre"
"COMBAT_POPUP_CATCH","接住！","","¡Captura!","Attrapé&nbsp;!","Gefangen!","Prendi!","Pegue!"
"COMBAT_POPUP_ENERGIZED","活性充能！","","¡Energía!","Énergique&nbsp;!","Energiegeladen!","Energizzato!","Energia!"
"COMBAT_POPUP_BADPOOP","壞便便！","","¡Caca mala!","Vilain caca&nbsp;!","Schlechter Stuhlgang!","Cacca Brutta!","Cocô ruim!"
"COMBAT_POPUP_DEJAVU","既視感","","Déjà vu","Déjà-vu","Déjà-vu","Déjà vu","Déjà vu"
"COMBAT_POPUP_BUGBITE","蟲咬！","","¡Picadura!","Morsure d'insecte&nbsp;!","Käferbiss!","Puntura d'insetto!","Picada de inseto!"
"COMBAT_POPUP_RECHARGED","已充填！","","¡Recarga!","Rechargé&nbsp;!","Aufgeladen!","Ricaricato!","Recarregamento!"
"COMBAT_POPUP_BRAINSTORM","頭腦風暴！","","Lluvia de ideas","Introspection&nbsp;!","Geistesblitz!","Brainstorming!","Troca de ideias!"
"COMBAT_POPUP_REPAIRED","已修復","","Reparación","Réparé","Repariert","Riparato","Reparação"
"COMBAT_POPUP_IMMUNE","免疫","","Inmune","Immunité","Immun","Immune","Imune"
"","","","","","","",""
"COMBAT_WIN_ROUNDSTAKEN","共 {rounds} 回合：","","en {rounds} rondas:","dans {rounds} manches&nbsp;:","in {rounds} Runden:","in {rounds} round:","em {rounds} rodadas:"
"COMBAT_WIN_ROUNDSTAKEN_SINGULAR","共 1 回合：","","en 1 ronda:","dans 1&nbsp;manche&nbsp;:","in 1 Runde:","in 1 round:","em 1 rodada:"
"COMBAT_WIN_ENEMIESRAN","{count} 名敵人逃跑了","","{count} enemigos han huido","{count} ennemis ont fui","{count} Gegner sind geflohen","{count} nemici sono scappati","{count} inimigos fugiram"
"COMBAT_WIN_ENEMIESRAN_SINGULAR","1 名敵人逃跑了","","1 enemigo ha huido","1&nbsp;ennemi a fui","1 Gegner ist geflohen","1 nemico è scappato","1 inimigo fugiu"
"","","","","","","",""
"INJURY_NAME_BROKENPAW","爪骨折","","Pata delantera rota","Patte brisée","Gebrochene Pfote","Zampa Rotta","Pata quebrada"
"INJURY_NAME_TORNTENDON","肌腱撕裂","","Tendón roto","Tendon déchiré","Gerissene Sehne","Tendine Lacerato","Tendão rompido"
"INJURY_NAME_BROKENRIB","肋骨骨折","","Costilla rota","Côte cassée","Gebrochene Rippe","Costola Rotta","Costela quebrada"
"INJURY_NAME_CONCUSSION","腦震盪","","Conmoción cerebral","Commotion","Gehirnerschütterung","Commozione Cerebrale","Concussão"
"INJURY_NAME_DISFIGURED","毀容","","Desfiguración","Difformité","Entstellt","Deformazione","Desfiguramento"
"INJURY_NAME_BROKENLEG","腿部骨折","","Pata trasera rota","Patte arrière cassée","Gebrochenes Bein","Gamba Rotta","Perna quebrada"
"INJURY_NAME_JINXED","厄運纏身","","Mal de ojo","Calamité","Verwunschen","Iellato","Mau agouro"
"INJURY_NAME_CURSED","詛咒","cursed and jinxed are almost the same thing except cursed is -2 luck instead of -1 luck","Maldición","Malédiction","Verflucht","Maledetto","Maldição"
"INJURY_NAME_IMMOLATED","焚身","","Inmolación","Immolation","Verbrannt","Immolato","Imolação"
"INJURY_NAME_EXSANGUINATED","失血殆盡","","Desangramiento","Exsangue","Ausgeblutet","Dissanguato","Hemorragia"
"INJURY_NAME_POISONED","中毒","","Veneno","Empoisonnement","Vergiftet","Avvelenato","Envenenamento"
"INJURY_NAME_RADIATED","輻射污染","","Radiación","Radiation","Verstrahlt","Irradiato","Radiação"
"","","","","","","",""
"SHOP_RARECANDY_NAME","稀有糖果","","Caramelo raro","Bonbon rare","Sonderbonbon","Caramella Rara","Bala rara"
"SHOP_RARECANDY_DESC","立即讓一隻貓升級。","","Un gato subirá de nivel al momento.","Fait immédiatement gagner un niveau à un chat.","Eine Katze erhält sofort ein Level.","Un gatto salirà immediatamente di livello.","Um gato sobe imediatamente de nível."
"SHOP_FOOD_NAME","食物","","Comida","Nourriture","Futter","Cibo","Comida."
"SHOP_FOOD_DESC","可食用的食物。","","Alimentos para comer.","Pratique quand on a un creux.","Zum Essen.","Del cibo da mangiare.","Algo para comer."
"SHOP_COINS_NAME","硬幣","","Monedas","Pièces","Münzen","Monete","Moedas"
"SHOP_COINS_DESC","用來購買物品的硬幣。","","Dinero para comprar cosas.","Utiles pour acheter des trucs.","Münzen, mit denen man Dinge kaufen kann.","Delle monete per comprare cose.","Moedas para comprar coisas."
"SHOP_BLANKCOLLAR_NAME","空白項圈","","Collar en blanco","Collier vierge","Leeres Halsband","Collare in Bianco","Coleira vazia"
"SHOP_BLANKCOLLAR_DESC","每次你出發冒險時，項圈選擇畫面會額外出現一個隨機職業項圈。這可以讓你帶著同職業的多隻貓出發！","","Cuando partas hacia una aventura, habrá un collar extra (de una clase al azar) disponible en la pantalla de selección de collares. ¡Esto te permitirá tener alguna clase repetida!","Chaque fois que vous partez à l'aventure, un collier bonus (d'une classe aléatoire) sera disponible dans l'écran de sélection des colliers. Ainsi, vous pourrez partir avec plusieurs colliers de la même classe équipés&nbsp;!","Immer, wenn du auf ein Abenteuer aufbrichst, steht ein zusätzliches Halsband (einer zufälligen Klasse) zur Auswahl. Dadurch kannst du mehrere Katzen derselben Klasse mitnehmen!","Ogni volta che parti per un'avventura, un collare extra (di una classe casuale) sarà disponibile nella schermata di selezione del collare. Questo ti permetterà di partire con più collari della stessa classe!","Sempre que você partir em uma aventura, uma coleira adicional (de classe aleatória) estará disponível na tela de seleção de coleiras. Isso permite que você parta com diversas da mesma classe!"
"SHOP_SOLDOUT","已售完","","Agotado","Vendu","Ausverkauft","Esaurito","Esgotado"
"SHOP_EXITBUTTON","離開","","Salir","Partir","Verlassen","Uscita","Sair"
"SHOP_TRYEXIT","要離開嗎？","","¿Salir?","Voulez-vous vraiment partir&nbsp;?","Verlassen?","Vuoi uscire?","Sair?"
"","","","","","","",""
"NPC_MAP_TOOLTIP_STEVEN","他可以調整世界難度，並重新召喚已擊敗的 Boss。","","Puede ajustar el nivel de dificultad del mundo y volver a invocar a jefes derrotados.","Il peut ajuster la difficulté du monde et ressusciter les boss vaincus.","Er kann die Schwierigkeit der Welt anpassen und bereits besiegte Bosse neu beschwören.","Può modificare la difficoltà del mondo di gioco e rievocare boss sconfitti.","Pode ajustar a dificuldade do mundo e invocar chefes derrotados novamente."
"NPC_MAP_TOOLTIP_CLOSED","目前不收貓。","","No acepta gatos ahora mismo.","N'accepte pas les chats pour le moment.","Nimmt momentan keine Katzen auf.","Al momento non accetta gatti.","Não está aceitando gatos no momento."
"NPC_MAP_TOOLTIP_BEANIES","想要有突變、先天缺陷、病症或寄生蟲的貓。","","Quiere gatos con mutaciones, malformaciones congénitas, trastornos o parásitos.","Recherche des chats présentant des mutations, des malformations, des troubles ou des parasites.","Will Katzen mit Mutationen, Geburtsfehlern, Störungen oder Parasiten.","Cerca gatti con mutazioni, difetti congeniti, malattie o parassiti.","Deseja gatos com mutações, doenças congênitas, transtornos ou parasitas."
"NPC_MAP_TOOLTIP_BEANIES_FULL","目前不收貓。請先完成你手上的部分任務！","","No acepta gatos ahora mismo. ¡Termina algunas de tus misiones actuales antes!","N'accepte pas les chats pour le moment. Terminez d'abord certaines de vos quêtes&nbsp;!","Nimmt momentan keine Katzen auf. Schließe zuerst ein paar deiner Quests ab!","Al momento non accetta gatti. Completa prima alcune delle tue missioni attuali!","Não está aceitando gatos no momento. Conclua algumas de suas missões atuais primeiro!"
"NPC_MAP_TOOLTIP_BUTCH1","想要曾經出過冒險的貓。","","Quiere gatos que ya hayan vivido una aventura.","Recherche des chats qui sont déjà partis à l'aventure.","Will Katzen, die schon mal auf ein Abenteuer aufgebrochen sind.","Cerca gatti che hanno partecipato a un'avventura.","Deseja gatos que já tenham participado de aventuras."
"NPC_MAP_TOOLTIP_BUTCH2","想要去過下水道或廢車場的貓。","","Quiere gatos que hayan estado en las alcantarillas o el desguace.","Recherche des chats qui sont déjà allés dans les égouts ou à la décharge.","Will Katzen, die in der Kanalisation oder auf dem Schrottplatz waren.","Cerca gatti che sono stati nelle Fogne o nella Discarica.","Deseja gatos que já estiveram no Esgoto ou no Ferro-Velho."
"NPC_MAP_TOOLTIP_BUTCH3","想要去過洞窟或骸骨墓地的貓。","","Quiere gatos que hayan estado en las cuevas o el cementerio.","Recherche des chats qui sont déjà allés dans les grottes ou au cimetière.","Will Katzen, die in den Höhlen oder auf dem Friedhof waren.","Cerca gatti che sono stati nelle Caverne o nel Cimitero.","Deseja gatos que já estiveram nas Cavernas ou no Cemitério."
"NPC_MAP_TOOLTIP_BUTCH4","想要去過隕坑或地堡的貓。","","Quiere gatos que hayan estado en el cráter o el búnker.","Recherche des chats qui sont déjà allés au cratère ou au bunker.","Will Katzen, die im Krater oder Bunker waren.","Cerca gatti che sono stati nel Cratere o nel Bunker.","Deseja gatos que já estiveram na Cratera ou no Bunker."
"NPC_MAP_TOOLTIP_BUTCH5","想要去過月球或核心的貓。","","Quiere gatos que hayan estado en la luna o el núcleo.","Recherche des chats qui sont déjà allés sur la lune ou dans le noyau.","Will Katzen, die auf dem Mond oder im Kern waren.","Cerca gatti che sono stati sulla Luna o nel Nucleo.","Deseja gatos que já estiveram na Lua ou no Núcleo."
"NPC_MAP_TOOLTIP_BUTCH6","想要進行過時間旅行的貓。","","Quiere gatos que hayan viajado en el tiempo.","Recherche des chats qui ont déjà voyagé dans le temps.","Will Katzen, die durch die Zeit gereist sind.","Cerca gatti che hanno viaggiato nel tempo.","Deseja gatos que já viajaram no tempo."
"NPC_MAP_TOOLTIP_BUTCH7","想要在時間中走得更遠的貓。","","Quiere gatos que hayan viajado a tiempos remotos.","Recherche des chats qui ont déjà voyagé loin dans le temps.","Will Katzen, die weit durch die Zeit gereist sind.","Cerca gatti che hanno viaggiato molto lontano nel tempo.","Deseja gatos que já viajaram longe no tempo."
"NPC_MAP_TOOLTIP_BUTCH8","想要殺過神的貓。","","Quieren gatos que hayan matado a Dios.","Recherche des chats qui ont tué Dieu.","Will Katzen, die Gott getötet haben.","Cerca gatti che hanno ucciso Dio.","Deseja gatos que mataram Deus."
